,date,username,user_location,tweet,num_of_like,num_of_retweet,num_of_followers,num_of_reply
3094,2023-01-20 09:10:55+00:00,chocandmilk1,,"@EireScientist @BrentlyLee @MickWest @Spectre67904513 @ZaineMichael1 @ArhmeLihas @DietrichVFA41 I'm on the mid north coast of NSW. 

Patchy rain with intermittent sunshine right now. Just got back from Fiji so I'm not sure how it's been lately.

Have you visited before? The Irish love a bit of this warm aussie weather.",0,0,9,0
3095,2023-01-20 09:10:44+00:00,Bobby__Banks_,Mars (Sorry Elon),@Niall_Boylan Does this mean we can't complain about the weather anymore.... Bang goes another Irish tradition 😞,1,0,6,0
3096,2023-01-20 09:00:03+00:00,businessposthq,"Dublin city, Ireland","Some of them are wealthy, some retired and some work from home, but 15,000 Irish people live in Portugal and, with properties generally being cheaper, better weather and the cost of living lower, why wouldn’t they? https://t.co/y6TRzjTRHk",6,1,104773,2
3097,2023-01-20 06:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 GMT: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3098,2023-01-20 00:40:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/68ikR2Jggf",0,0,935,0
3099,2023-01-19 20:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3100,2023-01-19 19:22:37+00:00,davidk011_kent,,@Liv8586 I think the temperamental Irish weather has something to do with it too.. Sometimes people can’t wait to get out to escape reality 😃,1,0,142,1
3101,2023-01-19 19:22:05+00:00,Irish_Bees,"Cork, Ireland.","@2pintpaddy I'd put my cattle out tomorrow but I'd be Frightened that they would disappear for good in the mud, some differences in soil and weather in the one county",4,0,37492,1
3102,2023-01-19 17:37:55+00:00,Kostik_DLR,,"@Cornubot Hehe. Looking forward to it. Never been in Sweden. Btw, I tried Irish cuisine, it's shite :) But Irish are very funny people. I think the weather might play a role? :)",0,0,32,2
3103,2023-01-19 17:21:18+00:00,The_humanist11,"Lagos, Nigeria","I dey class &amp; we were told to introduce ourselves?

Omo e reach stage where lecturer begin just dey add Nigeria to everybody name

Irish lecturer don even dey learn small Yoruba sef

This is Unilag pro max but with a different weather &amp; courteous lecturers

Glad i am with hommies",1,0,3574,0
3104,2023-01-19 17:15:07+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3105,2023-01-19 16:37:24+00:00,Irish_fan_81,"Moore, OK",@klayjeanne If the weather man is a man I'd measure its probably more like 4 inches,0,0,508,0
3106,2023-01-19 15:34:05+00:00,OrlaNiMhaoinigh,,@muirtheimhne Perfect Irish weather 🤣,1,0,930,0
3107,2023-01-19 14:10:12+00:00,GriffithsIolo,,"@MunkMania I remember there being only 3 (though if the weather was bad, we did have the bonus of getting the Irish station RTE). This was in Anglesey, so not too far from Ireland.",0,0,1231,0
3108,2023-01-19 13:02:52+00:00,irish_news,"Belfast, Northern Ireland",A new yellow weather warning was issued across Northern Ireland. https://t.co/H8YrFIHGSq,0,0,123238,0
3109,2023-01-19 11:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3110,2023-01-19 10:43:34+00:00,con_magee,Glenravel,"****Irish Class Tonight Cancelled****
Due to the ongoing bad weather, tonight’s Irish Ckasses in Glenravel &amp; Ballymena have been cancelled. Back ad normal next week. https://t.co/xxGW4rGk9C",0,0,2028,0
3111,2023-01-19 10:26:06+00:00,BillMur26480788,,@JamieBrysonCPNI Any chance you get to blame the Irish you take it weather its true or not you have absolutely no way of knowing how any garda investigation is going but hey don't let that stop you https://t.co/zLyWy3E1MV,0,0,9,0
3112,2023-01-19 10:12:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/0OkXmJ5VqX",0,0,935,0
3113,2023-01-19 06:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3114,2023-01-19 06:12:17+00:00,GeraldineKell16,,@FrankFahey13 Baby I reckon its colder here ! It's fookin freezing 🥶Thers no cold like the Irish cold weather! Now feck off complaining you're on holiday!⛷️⛷️👑,1,0,6659,1
3115,2023-01-19 04:48:19+00:00,peachiikim,"Tennessee, USA","@3dKan3 @SofiaDoodle @NicholeHiltz @Msmariablack @spinfisher @Andie00471 @Broadwaybandit5 @AlexMar30155240 @Ironyrulesall @TheDivergentco1 @JustAGurLnSwedn @KcraKarmen @Dr_O_inFL @KaitlinFish8 @Joanieg88 @Morecoldbeer @TidyTim63 @EFastsaga @Denis_Buchholz @Marmel @moniqueparent @BardThirteen @_BadLuckCity_ @Robholio37531 @wally_scott007 @LeighHelberg @AndiPandiOne @redsheri1 @BruiserK @Irish_303 @e_snacks @Cling2Reality @Six_Texas @Beefareeno @ChadLindberg @TheIndianaPizza @friedout_kombie @PauletteParis1 @scottycknight @JohnPaul_HI @TheDougKayne @DMLaBar @BattlestarBee @itsjustalex13 @va_cc11 @Shnookie04 @vmenendezb @trom771 @reneeg1147 @JennWrenStanley fuck, I get waylaid into bad weather brain and you turned FED Ed?",5,0,12895,2
3116,2023-01-19 04:06:53+00:00,anarchoedzer,,"@benonwine We had 5, including the 2 Irish ones (BBC1, BBC2, UTV, RTE1 &amp; RTE2). When the weather was bad, we picked up the Welsh version of ITV 😂. There was a load of excitement when Channel 4 started up.",0,0,193,0
3117,2023-01-18 23:38:46+00:00,TappingIntoMe,Worldwide,@Killybegsgirl Using the gears to slow you down &amp; the sandbags are great for giving you more control of ur car in snow &amp; icy Irish Wintery weather like this !! But this in Nothing. I lived in Canada for years &amp; we cud get 6-8 ft of snow in 24/48 hours &amp; temps below -45°C! So I Love This weather,1,0,260,1
3118,2023-01-18 23:22:23+00:00,TappingIntoMe,Worldwide,"@Killybegsgirl Here are useful tips for driving in Snow &amp; Icy Irish weather:
1). Do Not hit the breaks if you go/get into a Skid
Instead, drive in a lower gear if using a Standard transmission or Gear 1/2 if using an automatic
2). Salt the hell out of ur driveway the night b4 you go anywhere",1,0,260,2
3119,2023-01-18 22:19:54+00:00,MickMcC_Photos,"Belfast, N.Ireland","@Crypt0Warr10r 'Connemara Fishing Cottage'

Connemara is one of the most picturesque Regions on the island of Ireland. I love how this little cottage provides shelter from the harsh Irish Weather.   

🔗⤵️ https://t.co/4vsc6AQxFd",2,0,2842,1
3120,2023-01-18 22:15:04+00:00,paddytoland,"Belfast, Ireland",@Social_Stephen @barrabest @WeatherCee @coolfm @irishdaily_ @the_full_irish_ @angie_weather @weatherchannel @bbcniweather @WeatherAisling Stunning shots.,0,0,1579,0
3121,2023-01-18 20:53:25+00:00,Rush_O_Irish,Land of the Free and Brave.,@MrMatthewTodd @tomselliott I love how the devoted believers post pics and vids of weather events when talking about climate change (not the same) but never get around to addressing the overwhelming number of climate clergy who own expensive oceanside properties and log millions of miles on private jets.,18,0,143,1
3122,2023-01-18 20:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3123,2023-01-18 19:58:44+00:00,LiamOGJ,,"Why is there nothing trending about, the homeless Irish sleeping on the streets, in this horrific weather ? Only #RefugeesWelcome, tells me all I want to know about this country. Time to look after our own first !
#IrelandIsFull",0,0,13,0
3124,2023-01-18 19:30:03+00:00,HeritageLaois,"County Laois, Ireland","Come in out of the frosty weather &amp; warm up in our Thermal Suites!❄️ Who woke up to snow today? ☃️

#TheHeritage #Hotel #Laois #Ireland #Irish #spa #thingstodoinireland #discoverireland #luxury #spaday https://t.co/xlpUhnw58D",6,3,4063,0
3125,2023-01-18 18:59:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/QvuyI2FBOh",0,0,935,0
3126,2023-01-18 18:58:14+00:00,TaesWife98,A.c.e come home,"@bldhuedh 5) I’m biracial, Irish, Italian, and polish, mixed with.. other things lol 18) I’m really a fan of the autum weather where it’s not cold, just a slight breeze and the leaves are all over the ground.",0,0,789,1
3127,2023-01-18 18:40:59+00:00,ahane_s,,Féach ar an sneachta!!! ❄️☃️ Last week junior and senior infants learned all about weather in Irish and today we got the chance to use phrases such as “tá sé fuar” agus “tá sé ag cur sneachta!!” https://t.co/oU6tzBwZKa,14,0,140,0
3128,2023-01-18 17:16:12+00:00,Fozman72,🇮🇪 Irlanda,@ArleneFosterUK Irish weather eh?,0,0,40,0
3129,2023-01-18 17:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3130,2023-01-18 17:07:42+00:00,KingsFanadict,"Antelope, CA",@ICALIQUEENI My niece and her husband that were visiting from Ireland left yesterday.  Think they took the Irish weather with them. LOL,0,0,142,0
3131,2023-01-18 15:50:45+00:00,irish_organic,Galway,"@Mongoose_doc Yeah, last frost here is around mid May but it's never too cold after March so we plant out in April and keep a close eye on the weather. Any April/May frosts are usually very light and nothing some horticultural fleece over the top can't sort out.",2,0,4033,0
3132,2023-01-18 14:37:18+00:00,LharaMullins,Galway Ireland,@knockamann Good afternoon Jim! Yes will be back on Irish time soon. Weather is horrific there I see?,2,0,6330,1
3133,2023-01-18 13:16:31+00:00,EmblenReal,,@JMC_1973 @twinfleeks1 @StefanFSchubert @Bexwray Booming but mind numbingly expensive. Would choose Aussie weather over Irish rain any day if I was young.,2,0,169,1
3134,2023-01-18 13:01:58+00:00,athletic_irish,"Oxford, England","Next up, we’re away to high flyers in the league, Cropredy Development. Weather dependent of course. ❄️ ☔️ https://t.co/jWVCxB3MBE",0,0,369,0
3135,2023-01-18 12:06:01+00:00,Wazza87NI,Carrickfergus NORTHERN IRELAND,@kennybpb Tropical weather in Larne for the Irish cup game in few weeks... game staying a 3pm Sat kick off? I see Crues game is the Friday night and I know Larne are partial to a late kick off.. hoping for a traditional 3pm.,3,0,2358,0
3136,2023-01-18 11:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 GMT: Forecast for the next 12 hours: Becoming fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3137,2023-01-18 10:29:38+00:00,TomSprints,England,"Whenever we have a weather warning for icy conditions underfoot, I’m reminded of an old Irish blessing. Y’know: the one that begins “May the road rise up to meet you….”",1,1,647,0
3138,2023-01-18 09:57:36+00:00,irish_news,"Belfast, Northern Ireland","Another yellow weather warning for snow and ice as been issued in Northern Ireland.

The Met Office said the warning will be in place until noon on Thursday. https://t.co/I98vDsmUYn",1,0,123238,0
3139,2023-01-18 08:39:43+00:00,IrishCycle,Ireland,Rainy weather and poor internet signal have left Irish bike share stations unusable https://t.co/BRE7phhgZR,9,1,14342,1
3140,2023-01-18 08:30:17+00:00,irish_hann,,This weather https://t.co/0jEPKCXDqP,1,0,93,0
3141,2023-01-18 06:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 GMT: Forecast for the next 12 hours: Fairly fine, improving
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3142,2023-01-18 03:59:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/zrQiHq95s6",0,0,935,0
3143,2023-01-18 02:50:58+00:00,MichaelSeery14,,@irishexaminer The Irish people would love temperatures like this every summer but this is a gross exaggerating of the weather,1,0,50,0
3144,2023-01-18 02:40:12+00:00,pauly_nc2,Éire,@irishexaminer Bahaha we can’t tell the weather on Friday but this Irish examiner genius can tell us El Niño will like return in 2023 - can ya believe this is journalism these days?! They love a good climate story - gets all the Wokies stirred up and excited 😆,1,0,12,0
3145,2023-01-17 23:38:30+00:00,dharmmy96,"Dublin City, Ireland",I could have sworn we were making progress with this weather . Why is it -1 🫠 and snowing ?? Irish weather eww 😷 https://t.co/bBVZb9izPg,0,0,24,0
3146,2023-01-17 23:03:43+00:00,orouj60,,@rtenews It's amazing that RTE will cover this bullshite when there  are little Irish children with no roof over their head people lying on cardboard boxes in this weather and the parasite Irish media don't mention it,2,0,14,1
3147,2023-01-17 22:50:05+00:00,SkelligSix18,"Cahersiveen, Co. Kerry","This is what power sounds like!  The Atlantic Ocean. You can taste the salt on the air here.  Our weather has such an influence on our Skellig Irish Whiskey as it quietly matures at our distillery warehouse.  Truely Atlantic Aged.
#IrishWhiskey #SkelligCoast #WildAtlanticWay https://t.co/cMu9gtWc4O",13,3,1948,0
3148,2023-01-17 20:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 GMT: Forecast for the next 12 hours: Showery, bright intervals
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3149,2023-01-17 18:47:00+00:00,bayane_irish,"Nelspruit/Tzaneen,South Africa",@Thobilengcobo88 Lol so we even blame anc for the weather 🤣🤣🤣,1,0,1844,1
3150,2023-01-17 18:32:02+00:00,EsikElwood,"Bangor, Northern Ireland","On way to first rehearsal &amp; it’s snowing!
Guess it’s fitting, I turned up to the audition after walking in gale force winds &amp; rain for 1/2hour, looking like I’d been dragging through a hedge backwards!🤣 
Maybe wild weather is necessary for the role!
The play IS Irish!#amdram https://t.co/xoEzUSlDWg",2,0,279,1
3151,2023-01-17 18:26:33+00:00,SnowbieWx,"Dublin, Ireland","A very pretty Clonee, Dublin from frost this morning (-6C). Sent in by a Irish Weather Online viewer.

📸 Jackie McDermott Maguire https://t.co/PYkucrQLob",21,2,5494,0
3152,2023-01-17 18:17:00+00:00,HernandelaTorr9,"Long Beach, CA","@EASTLA_NEWS As my Irish friend may he RIP use to say, in Ireland this weather is considered a heatwave ! What da hell did he know …pinchi frio !",0,0,81,0
3153,2023-01-17 17:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 GMT: Forecast for the next 12 hours: Fairly fine, improving
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3154,2023-01-17 16:38:02+00:00,dcampion244,"North Tipperary, Ireland",@Goldcrop visited @teagasc Moorepark today. Despite the cold weather we had a great day listening to all the research going on for Irish farmers with Irish conditions. @CashmanPa @Djmcc5566 https://t.co/suVetB2E3h,5,2,2549,0
3155,2023-01-17 14:51:12+00:00,irish_obstacle,"Boston, MA","@ottoscreams 😾um, it is cold and crappy out here! Baka's confused about the fact that you are halfway around the world away, cuz he wants warm weather and do some hedge watching with Otto and see all the new things to chomp! Actually, I do, I love hot weather and crazy animals! Baka too! https://t.co/Pp5vLiCEZu",2,0,417,1
3156,2023-01-17 13:44:18+00:00,pnolan99,Galway,@sallyanna25 @OxfordDiplomat 🤣🤣🤣 grew up watching weather forecast on British TV channels and the weather literally did stop at the Northern Irish border......in the Republic we basked in a climate free zone https://t.co/bs5oSW2SJY,7,1,2721,1
3157,2023-01-17 13:39:21+00:00,leehotmess,Northern Ireland,"Classic Irish weather. 10 minutes apart.
#snow #nosnow #Ireland https://t.co/rceESuIX6U",5,0,453,0
3158,2023-01-17 13:13:08+00:00,breakingnewsie,Ireland,Live: Snow causes disruption with more icy weather forecast; Irish inflation eases https://t.co/bi6I4F96mx,0,0,93103,1
3159,2023-01-17 13:05:26+00:00,con_magee,Glenravel,"Folks, due to the weather conditions the Irish Class for children &amp; Stress  management presentation scheduled for tonight in the GCDA building have been cancelled. New dates will be advised when available. https://t.co/HBvXyMba12",3,1,2028,0
3160,2023-01-17 13:01:02+00:00,irish_news,"Belfast, Northern Ireland",The Met Office have issued a further weather warning for ice and snow in Northern Ireland. https://t.co/ErWMPtSl26,1,0,123238,0
3161,2023-01-17 12:54:05+00:00,TheLilek,Ireland,"@BBCRobC @zuzinuanella @AndrejBabis @Ian_Willoughby @ItaDungan @Stephen_jhudson Child of Prague is symbol of good luck for Irish catholics.
Almost every household used to have one. 
The most common ""use"" however is to leave it outside the day before your wedding to have a good weather, hoping the head will fell off. If that happens weather should be good.",3,0,1339,1
3162,2023-01-17 12:50:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/OwZIjapVDl",0,0,935,0
3163,2023-01-17 12:22:31+00:00,toffeesamurai,SW - 0786 - 9832 - 6784,"Irish weather being fine, then all of a sudden going to -3. Do you think you're cool or something???

where is she when i need her, warm me up girl!! https://t.co/AH64VpgHL0",0,0,30,0
3164,2023-01-17 12:05:43+00:00,glucksman,Cork,"The Great Irish Weather Book is an excellent way to learn about the weather in Ireland, especially the current snowfall!❄️⛄️

This book is written by meteorologist @JoannaDonnellyL &amp; beautifully illustrated by @fuchsiamacaree and is bursting with facts &amp; experiments!☀️ https://t.co/tH7Y0F2cUB",7,1,12978,1
3165,2023-01-17 11:54:05+00:00,IrishWheelchair,Ireland,"Huge thanks to @DublinHospitalsFC who took to a wet and cold pitch last week in aid of fundraising for Irish Wheelchair Association 👏
Despite the weather they raised an amazing €1,110.00!.
A huge thank you to the team and in particular Rory Durand for organising this event. https://t.co/Hj4LuuG0jD",4,1,4285,0
3166,2023-01-17 11:49:00+00:00,djoquinn666,Ireland ,Beautiful Irish weather 😭🥶 https://t.co/hTyooaHAFQ,1,0,328,0
3167,2023-01-17 11:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 GMT: Forecast for the next 12 hours: Fairly fine, possible showers early
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3168,2023-01-17 08:18:55+00:00,irish_news,"Belfast, Northern Ireland","The  Met Office has issued a new weather warning for snow and ice across the north as police warned of ""trecherous"" driving conditions in Derry. https://t.co/m5TVfSNyOy",0,0,123238,0
3169,2023-01-17 08:00:12+00:00,Independent_ie,Dublin,"Irish weather: Wintry showers, thunder, hail, snow and sleet today with temperatures plunging to -3C https://t.co/jhd1ss6RSI",3,0,800947,3
3170,2023-01-17 07:58:30+00:00,MetaJaunNews,,"Dublin traffic LIVE: Delays on M1 and Irish Rail disruptions with Yellow weather warning in place
https://t.co/w2GbWDUBJL",0,0,825,0
3171,2023-01-17 06:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 GMT: Forecast for the next 12 hours: Fairly fine, possible showers early
#Weather #Ireland #Louth #IrishWeather @MetEireann",1,0,98,0
3172,2023-01-17 04:35:22+00:00,edgardo_block,"Connecticut, USA","@alwyn_lau @AshraffRahman3 There is an award-winning Irish short film (15 minutes) for those dreaming of Ireland.  I’d be thinking about the weather - of course I guess it can’t be too different from Paris or London

https://t.co/6w6nYcR7BC",1,0,217,1
3173,2023-01-16 22:51:41+00:00,yesthatemma,Sticks,I just don't understand why irish people would be so grateful to the Queen for visiting massacre sites in Ireland. It made me uncomfortable to watch. My parents said I'm being a gowl about it and they were glad she had nice weather for it 😆,0,0,148,0
3174,2023-01-16 22:10:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/hH2dTNILVN",0,0,935,0
3175,2023-01-16 22:01:50+00:00,AdriennHarto,,"Irish mythical creature:Kerhanagh or ""Fire Spitter""

The Kerhanagh is a giant serpent looking beast who appears during stormy weather and sucks man and cattle into its mouth.

#art #digitalart #digitalpainting #creaturedesign #creatureconcept #photoshopdraw #irishmythicalcreature https://t.co/h3xIVpnvph",1,0,3,0
3176,2023-01-16 21:23:04+00:00,AnMailleach,"Dublin, Cádiz, sorta Limerick","@LaurCah Galicia. Fly into Santiago. Small airport, not too far. Then head south to the Rias Baixas. Weather is like a good Irish summer. Eating out is cheap. Nice cities to visit. Islands are great.",2,0,18843,1
3177,2023-01-16 20:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 GMT: Forecast for the next 12 hours: Unsettled, rain later
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3178,2023-01-16 19:16:05+00:00,hoodie_weather_,,"@runaway_scars Scottish and welsh and id say even irish: fine 

Just not the fucking union jack PLEASE",0,0,682,0
3179,2023-01-16 19:05:26+00:00,dam_Cornwall,,"Well a mix bag of weather conditions today, rain, sunshine, snow and now fairly pleasant to walk from the train station. Scotch whisky or Irish whiskey choice is your, for me to warm my little heart today it’s Irish Whiskey, Cheers. https://t.co/9nMv2dcByM",11,1,5839,1
3180,2023-01-16 17:59:54+00:00,YoMollyF,Dublin She/ They,"Irish summers are some of the best summers there are; bright vibrant greens, paired the blue skies and constantly 21-25 degrees weather makes for the most enjoyable summer. 

Warm countries are good for winter, not summer IMO",10,0,2919,1
3181,2023-01-16 17:51:48+00:00,PeterOM97104867,,@lob67043791 @FergalOBrien_ @rtenews I've yet to see anyone blaming those who fraudulently seek asylum for a multitude of reasons some of which are criminal blame an applicant for Irish weather.,0,0,0,0
3182,2023-01-16 17:46:11+00:00,backtothestone,East Yorkshire/Coventry,"Day 2. Sat down to have a nice ice cream. Random Irish bloke starts talking to us. Starts off with the weather. Quickly moved to ""too many Ukrainians going into Ireland, Brexit was great for you guys, glad I leave in Panama now"". Fuck off you big nonce. https://t.co/bZjhAUlQki",0,0,377,0
3183,2023-01-16 16:41:25+00:00,Irish_Arab,"Winchester, VA",Let’s catch a flight and change the weather 😎,1,0,395,1
3184,2023-01-16 16:13:07+00:00,nealolson0,,"@afrosabi Aside from any contrast in animal variety, the faerie magic difference may be that Irish dairy (mild north Atlantic island) is green grass pasture-fed vs. US (harsh continental weather), which in winter is overwhelmingly dry collected and process feed-fed?",0,0,238,0
3185,2023-01-16 15:40:16+00:00,AlanRooneyPPC,Need a hand with your ads? ,"@LoftedLearning When you wake up in the morning to a blue sky and warm weather you're a different person. Cold, wet Irish weather is shite 👎",1,0,56,0
3186,2023-01-16 14:30:07+00:00,DirectTrip,"New Delhi, India",UK weather: Travel chaos today as snow hits Britain in freezing -10C Arctic blast – and there’s more war... - The Irish Sun https://t.co/z21hoX5SbV #UK #Travel,0,0,498,0
3187,2023-01-16 14:28:06+00:00,MalMccann,"Belfast, Ireland",Beautiful frost fern patterns this morning #ice #weather #winter @barrabest @irish_news @mobiography #mobiography #shotoniphone https://t.co/3TROXTBzWo,21,4,4106,0
3188,2023-01-16 14:23:04+00:00,LaoisPeople1,Portlaoise ,"Clicl below for #Laois &amp; #Tipperary weather forecast for coming week courtesy of Irish Weather Online 
https://t.co/aunAUExUuS https://t.co/vrNhiqZUrg",0,0,2577,0
3189,2023-01-16 14:21:04+00:00,LaoisPeople1,Portlaoise ,"Click below for weather outlook across #Laois &amp; #Tipperary courtesy of Irish Weather Online for next week.
https://t.co/aunAUExUuS https://t.co/md2zU5ntms",0,0,2577,0
3190,2023-01-16 14:20:30+00:00,sadneurons,,@irish_unionist_ @abdullaljumaili Joined Nov 22? Most likely from St Petersburg. How's the weather?.,3,0,396,0
3191,2023-01-16 13:29:17+00:00,kasinka11,Dublin and Donegal,"@dim0kq #Ireland with my favourite county #Donegal. The ocean, the mountains, the friendly people and... famous Irish weather 🌧️ 😉 https://t.co/JBixjtFvS3",0,0,1408,0
3192,2023-01-16 12:15:04+00:00,Independent_ie,Dublin,Irish weather: Daytime temperatures to drop today as warnings issued https://t.co/sI4AWtwfzM,3,0,800947,4
3193,2023-01-16 11:00:49+00:00,atu_ie,,"🎙️ATU on @NewstalkFM: 
Dr Marion McGarry, ATU lecturer and author of 'Irish Customs and Rituals: How our ancestors celebrated life and the seasons', joins Seán to discuss old Irish weather beliefs. 
➡️Listen back: https://t.co/8joL6tj3d2
#ATUNews @marion_mcgarry",4,0,4514,0
3194,2023-01-16 09:03:54+00:00,IrishTimes,Ireland,"“We couldn’t have our lifestyle here in Ireland. It would cost us too much,' says Irish man who set up holiday gîtes and B&amp;B business in the Loire region with his French wife. ""We enjoy the lifestyle here, especially the weather”  https://t.co/IY6DafLnZz",2,0,731268,0
3195,2023-01-16 08:43:18+00:00,irish_news,"Belfast, Northern Ireland",Weather warning issued over icy conditions https://t.co/S6NH61wbWt,1,0,123238,1
3196,2023-01-16 08:11:35+00:00,ToteRacing,,"Looks like we're in for another week of disruption due to the weather ☔

Today's UK &amp; Irish Racing
🇬🇧 @HerefordRaces ✅
🇬🇧 @WolvesRaces ✅
🇮🇪 @punchestownrace ✅

🇬🇧 @FontwellPark ❌",1,0,14182,0
3197,2023-01-16 07:55:43+00:00,bcmusic0,,More icy weather! I thought we'd gone through this already ❄️ #irishweather,0,0,0,0
3198,2023-01-16 06:43:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/8eUwAUjXlP",0,0,935,0
3199,2023-01-16 06:05:42+00:00,krannyman,,@jamesforpeace Yes the guardian are leaving it hang there with stories of disaster relief funds and whatnot. Irish news reporting on deaths in US due to weather events too though the detail they describe sounds kind of normal( 19 deaths due to weather since Jan 1 mentioned yesterday),0,0,369,2
3200,2023-01-16 04:21:14+00:00,futurepolyglott,Ireland ,"@Valeska_Rosaa Same in Ireland, even with a lot of brazilians there, irish culture is very strong and the weather is hard",0,0,7,1
3201,2023-01-16 00:35:05+00:00,tomdelasa,Ireland,"@rruiz1689 That’s an extract from an Irish RTE television news/weather program when Ireland was hit by the tail end of a hurricane, some years ago :-)",0,0,4660,0
3202,2023-01-15 22:00:30+00:00,Wally_Weather,"Wallingford, England","Dobro veche, @wally_weather followers! The sun rises at 09:04 tomorrow. On this day in 570, Íte of Killeedy, Irish nun and saint (b. 475) died.",0,0,18,0
3203,2023-01-15 21:22:46+00:00,Deshawn68882369,Wherever I be,@intheEire @ThePhotoHour @bbcniweather @angie_weather @rtenews @barrabest @DiscoverNI @the_full_irish_ @DiscoverIreland @DroneHour @IrishTimes @discoverirl Up in Down???,1,0,273,0
